analysis_id,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,bathrooms,amenities,price,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value,review_scores_communication
14511,Cuauhtémoc,19.4184868,-99.1552259,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Self check-in"", ""Heating"", ""Dining table"", ""Smart lock"", ""Room-darkening shades"", ""Dedicated workspace"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Safe"", ""Refrigerator"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""Dryer \u2013\u00a0In unit"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Clothing storage"", ""Coffee"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Toaster"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Conditioner""]",1493.00,255.00,380715.00,4.84,4.94,4.96,4.80,4.96
14512,Iztacalco,19.3908697,-99.1288056,Entire rental unit,Entire home/apt,7,3.00,4.00,1.00,"[""Private entrance"", ""Dining table"", ""Private backyard"", ""Room-darkening shades"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Pocket wifi"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Stove"", ""Free parking on premises"", ""Cleaning products"", ""Rice maker"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Iron"", ""55 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, Netflix"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans""]",1636.00,66.00,107976.00,4.95,4.85,4.80,4.80,4.95
14513,Venustiano Carranza,19.4381084,-99.0800611,Private room in casa particular,Private room,2,1.00,1.00,1.00,"[""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Board games"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Children\u2019s dinnerware"", ""Iron"", ""Shower gel"", ""Coffee"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Smoking allowed"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Backyard"", ""Pets allowed""]",461.00,12.00,5532.00,3.00,4.50,5.00,2.50,4.50
14514,Cuauhtémoc,19.4354026,-99.1525611,Entire loft,Entire home/apt,2,1.00,1.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""City skyline view"", ""Dining table"", ""Self check-in"", ""Room-darkening shades"", ""Keypad"", ""Shared sauna"", ""Elevator"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Microwave"", ""Books and reading material"", ""Fire extinguisher"", ""Abeja Reyna conditioner"", ""Kitchen"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Portable heater"", ""LG refrigerator"", ""Wine glasses"", ""Hot tub"", ""Iron"", ""Shared gym in building"", ""Shower gel"", ""Pool"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Abeja Reyna shampoo"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Freezer"", ""Exterior security cameras on property"", ""Hair dryer"", ""Portable air conditioning"", ""Other stainless steel gas stove"", ""Record player"", ""Dishes and silverware"", ""Cooking basics"", ""Sun loungers"", ""Portable fans"", ""Abeja Reyna body soap""]",1800.00,210.00,378000.00,4.98,4.98,4.98,4.98,5.00
14515,Cuauhtémoc,19.4091353,-99.1767430,Entire rental unit,Entire home/apt,14,3.00,7.00,2.00,"[""Members Mark body soap"", ""Members Mark shampoo"", ""Private entrance"", ""Laundromat nearby"", ""Heating"", ""Dining table"", ""Fast wifi \u2013 359 Mbps"", ""Bikes"", ""Room-darkening shades"", ""Coffee maker: drip coffee maker, french press"", ""Dedicated workspace"", ""Daewoo refrigerator"", ""Acera stainless steel gas stove"", ""Hot water"", ""Microwave"", ""Fire extinguisher"", ""Private hot tub - available all year, open 24 hours"", ""Game console"", ""Kitchen"", ""Backyard"", ""Drying rack for clothing"", ""Cleaning products"", ""Host greets you"", ""Housekeeping available 8 hours a day, every day - available at extra cost"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Paid parking lot off premises"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mini fridge"", ""Conditioner"", ""Dryer"", ""Pets allowed""]",1437.00,42.00,60354.00,4.38,4.38,4.75,4.50,4.63
14516,Benito Juárez,19.3888000,-99.1637100,Private room in guesthouse,Private room,1,1.00,1.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Self check-in"", ""Outdoor dining area"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Paid parking off premises"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""Free street parking"", ""Shampoo"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Private living room"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Backyard""]",270.00,84.00,22680.00,4.88,4.88,5.00,4.88,5.00
14517,Benito Juárez,19.3804862,-99.1459385,Entire rental unit,Entire home/apt,5,3.00,3.00,3.00,"[""Washer"", ""Kitchen"", ""BBQ grill"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Hot water"", ""Pets allowed""]",2000.00,48.00,96000.00,4.79,4.26,4.95,4.47,5.00
14518,Cuauhtémoc,19.4338095,-99.1450494,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Private entrance"", ""Dining table"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""Gas stove"", ""TV"", ""Portable heater"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shared gym in building"", ""Paid dryer \u2013 In building"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Paid washer \u2013 In building""]",742.00,66.00,48972.00,4.53,4.53,4.71,4.59,4.47
14519,Iztacalco,19.3971000,-99.1019000,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Private entrance"", ""Self check-in"", ""Dining table"", ""Paid washer \u2013 In unit"", ""Lg Bluetooth sound system"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Paid parking garage off premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Paid parking garage on premises"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Private living room"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]",810.00,24.00,19440.00,5.00,5.00,4.67,4.89,5.00
14520,Álvaro Obregón,19.3620800,-99.1894300,Entire serviced apartment,Entire home/apt,4,2.00,0.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""City skyline view"", ""Dining table"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Coffee maker: drip coffee maker"", ""Free parking garage on premises"", ""Kitchen"", ""Cleaning available during stay"", ""Gas stove"", ""TV"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Iron"", ""Bed linens"", ""Essentials"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Conditioner"", ""Pets allowed""]",1267.00,72.00,91224.00,4.89,4.89,4.83,4.94,4.89
14521,Cuauhtémoc,19.4117700,-99.1782600,Entire home,Entire home/apt,14,5.00,8.00,5.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Self check-in"", ""Outdoor dining area"", ""Room-darkening shades"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Free parking on premises"", ""Lockbox"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shower gel"", ""Bathtub"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Free dryer"", ""Conditioner""]",4935.00,132.00,651420.00,4.61,4.58,5.00,4.64,4.64
14522,Cuauhtémoc,19.4138078,-99.1571720,Entire home,Entire home/apt,10,3.00,5.00,1.00,"[""Self check-in"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Backyard"", ""Lockbox"", ""Gas stove"", ""TV"", ""Paid street parking off premises"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Conditioner"", ""Pets allowed""]",2031.00,255.00,517905.00,4.72,4.70,4.92,4.78,4.90
14523,Miguel Hidalgo,19.4373921,-99.1954856,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Clothing storage: walk-in closet"", ""Laundromat nearby"", ""Self check-in"", ""Dining table"", ""Smart lock"", ""Ceiling fan"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Palmolive  shampoo"", ""Paid parking lot on premises \u2013 2 spaces"", ""Kitchen"", ""Board games"", ""Free parking on premises"", ""Cleaning available during stay"", ""Palmolive  body soap"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Paid street parking off premises"", ""Electric stove"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Freezer"", ""Blender"", ""Hair dryer"", ""Wirpool  refrigerator"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge"", ""Smeg oven""]",863.00,138.00,119094.00,4.79,4.93,4.97,4.86,4.97
14524,Miguel Hidalgo,19.4374648,-99.1954876,Private room in rental unit,Private room,2,1.00,1.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""Dining table"", ""Smart lock"", ""Ceiling fan"", ""Room-darkening shades"", ""Paid parking on premises \u2013 2 spaces"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Palmolive  shampoo"", ""Kitchen"", ""Cleaning available during stay"", ""Palmolive  body soap"", ""Other electric stove"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Clothing storage: wardrobe"", ""Wirpool refrigerator"", ""Paid street parking off premises"", ""Wine glasses"", ""Iron"", ""El\u00e9ctrico  oven"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Private living room"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]",676.00,216.00,146016.00,4.73,4.80,4.86,4.70,4.84
14525,Cuauhtémoc,19.4107914,-99.1487944,Entire rental unit,Entire home/apt,2,1.00,1.00,1.00,"[""Kitchen"", ""Free parking on premises"", ""Dedicated workspace"", ""Wifi"", ""TV""]",900.00,18.00,16200.00,5.00,5.00,4.57,4.57,5.00
14526,Cuauhtémoc,19.4255492,-99.1653283,Entire rental unit,Entire home/apt,4,2.00,2.00,1.00,"[""Kitchen"", ""Wifi"", ""Free washer"", ""Smoke alarm"", ""Safe"", ""TV"", ""Hot water"", ""Carbon monoxide alarm"", ""Fire extinguisher""]",925.00,255.00,235875.00,4.58,4.71,4.84,4.65,4.77
14527,Cuauhtémoc,19.4079824,-99.1493532,Entire serviced apartment,Entire home/apt,4,2.00,2.00,1.00,"[""Dining table"", ""Room-darkening shades"", ""Regina Spa Therapy  body soap"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Board games"", ""Cleaning available during stay"", ""Host greets you"", ""Dryer \u2013\u00a0In unit"", ""Exercise equipment"", ""TV"", ""Mabe stainless steel gas stove"", ""Oven"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shared gym in building"", ""Midea refrigerator"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Freezer"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Regina Spa Therapy shampoo"", ""Portable fans""]",1069.00,228.00,243732.00,4.96,4.98,4.64,4.96,4.98
14528,Miguel Hidalgo,19.4373668,-99.1954768,Private room in rental unit,Private room,1,1.00,1.00,1.00,"[""Laundromat nearby"", ""Self check-in"", ""Dining table"", ""Smart lock"", ""Ceiling fan"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Coffee maker: drip coffee maker"", ""Palmolive  shampoo"", ""Paid parking lot on premises \u2013 2 spaces"", ""Kitchen"", ""Board games"", ""Cleaning available during stay"", ""Palmolive  body soap"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Clothing storage: wardrobe"", ""Paid street parking off premises"", ""Electric stove"", ""Wine glasses"", ""Iron"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Wirpool  refrigerator"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher"", ""Mini fridge""]",637.00,216.00,137592.00,4.81,4.75,4.98,4.73,4.96
14529,Iztacalco,19.3970411,-99.1020593,Private room in rental unit,Private room,1,1.00,1.00,1.00,"[""Private entrance"", ""Self check-in"", ""Dining table"", ""Paid washer \u2013 In unit"", ""Lg Bluetooth sound system"", ""Smart lock"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Paid parking garage off premises"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Freezer"", ""Exterior security cameras on property"", ""Blender"", ""Mabe stainless steel electric stove"", ""Hair dryer"", ""Paid parking garage on premises \u2013 1 space"", ""Private living room"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]",720.00,36.00,25920.00,4.90,4.90,4.90,5.00,4.90
14530,Benito Juárez,19.4019142,-99.1484939,Entire rental unit,Entire home/apt,4,2.00,2.00,1.00,"[""Laundromat nearby"", ""Private backyard"", ""Wifi"", ""Hot water"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Host greets you"", ""Stainless steel single oven"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Coffee maker: french press"", ""Clothing storage: closet"", ""Freezer"", ""Housekeeping available from 10:00\u202fAM to 2:00\u202fAM, Monday, Thursday - available at extra cost"", ""Blender"", ""Other gas stove"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Cooking basics"", ""Conditioner""]",769.00,204.00,156876.00,4.94,4.96,5.00,5.00,4.96
14531,Álvaro Obregón,19.3542899,-99.2126398,Entire condo,Entire home/apt,3,2.00,2.00,2.00,"[""Private gym in building"", ""Stainless steel oven"", ""Outdoor dining area"", ""Room-darkening shades"", ""Coffee maker: drip coffee maker, espresso machine"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Body soap"", ""Kitchen"", ""Free parking on premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""Exercise equipment"", ""TV"", ""Free street parking"", ""Shampoo"", ""Washer"", ""Iron"", ""BBQ grill"", ""Bed linens"", ""Hammock"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Hot water kettle"", ""Other gas stove"", ""Barbecue utensils"", ""Cooking basics"", ""Fire extinguisher"", ""Housekeeping available from 8:30\u202fAM to 1:00\u202fPM, Monday, Friday""]",800.00,84.00,67200.00,4.93,4.96,4.82,4.82,4.75
14532,Cuauhtémoc,19.4229777,-99.1540773,Entire condo,Entire home/apt,3,1.00,1.00,1.00,"[""Private entrance"", ""Self check-in"", ""Dining table"", ""Outdoor dining area"", ""Shared BBQ grill: charcoal"", ""Room-darkening shades"", ""Elevator"", ""Wifi"", ""Trash compactor"", ""Window guards"", ""Hot water"", ""Microwave"", ""Books and reading material"", ""Safe"", ""Building staff"", ""Body soap"", ""Cleaning products"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Clothing storage: wardrobe"", ""Paid street parking off premises"", ""Shampoo"", ""Single level home"", ""Shower gel"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Hot water kettle"", ""Dishes and silverware"", ""Portable fans"", ""Mini fridge"", ""Conditioner""]",854.00,222.00,189588.00,4.55,4.71,4.68,4.67,4.90
14533,Cuauhtémoc,19.4304513,-99.1311967,Entire rental unit,Entire home/apt,6,2.00,3.00,1.00,"[""Self check-in"", ""Dining table"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Paid parking off premises"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Stove"", ""Extra pillows and blankets"", ""TV"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Single level home"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Conditioner""]",1387.00,240.00,332880.00,4.83,4.80,4.95,4.89,4.92
14534,Miguel Hidalgo,19.4168200,-99.1798100,Entire rental unit,Entire home/apt,3,2.00,2.00,1.00,"[""Private entrance"", ""Ceiling fan"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""AC - split type ductless system"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""Other electric stove"", ""TV"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shower gel"", ""Clothing storage"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Long term stays allowed"", ""Housekeeping available from 11:00\u202fAM to 5:00\u202fPM, Monday to Saturday - available at extra cost"", ""Blender"", ""Portable air conditioning"", ""Dishes and silverware"", ""Cooking basics"", ""Portable fans"", ""Free parking on premises \u2013 1 space"", ""Mini fridge"", ""Conditioner""]",1200.00,174.00,208800.00,4.66,4.63,4.58,4.55,4.87
14535,Cuauhtémoc,19.4395349,-99.1410892,Entire condo,Entire home/apt,5,2.00,3.00,2.00,"[""Laundromat nearby"", ""City skyline view"", ""Mabe oven"", ""Dining table"", ""HDTV with Roku"", ""Outdoor dining area"", ""Room-darkening shades"", ""Elevator"", ""Private patio or balcony"", ""Wifi"", ""Trash compactor"", ""Hot water"", ""Microwave"", ""Private backyard \u2013 Fully fenced"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Samsung  refrigerator"", ""Board games"", ""Cleaning products"", ""Host greets you"", ""Park view"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Mabe stainless steel gas stove"", ""Children\u2019s dinnerware"", ""Wine glasses"", ""Iron"", ""Org\u00e1nico  body soap"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Resort view"", ""Exterior security cameras on property"", ""Blender"", ""Hair dryer"", ""Org\u00e1nico  shampoo"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Free parking garage on premises \u2013 1 space"", ""Clothing storage: closet and dresser"", ""Portable fans"", ""Harman Kardon Onyx Studio 8 Bluetooth sound system"", ""Org\u00e1nico  conditioner""]",1723.00,144.00,248112.00,4.97,5.00,4.92,4.97,4.95
14536,Benito Juárez,19.3699440,-99.1399725,Entire condo,Entire home/apt,4,2.00,3.00,1.50,"[""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Books and reading material"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker"", ""Body soap"", ""Kitchen"", ""Drying rack for clothing"", ""Cleaning products"", ""Board games"", ""Cleaning available during stay"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""LG refrigerator"", ""Shampoo"", ""Children\u2019s books and toys for ages 5-10 years old and 10+ years old"", ""Children\u2019s dinnerware"", ""Iron"", ""Single level home"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Crib - available upon request"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Google Bluetooth sound system"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Other stainless steel gas stove"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Conditioner"", ""Pets allowed""]",1021.00,120.00,122520.00,4.87,4.83,4.77,4.70,4.93
14537,Gustavo A. Madero,19.4542605,-99.0738478,Private room in casa particular,Private room,1,0.00,1.00,1.00,"[""Heating"", ""Room-darkening shades"", ""Wifi"", ""Hot water"", ""Microwave"", ""Body soap"", ""Cleaning available during stay"", ""Host greets you"", ""Extra pillows and blankets"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Shampoo"", ""Single level home"", ""Shower gel"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Portable fans"", ""Mini fridge""]",239.00,255.00,60945.00,4.84,4.82,4.78,4.82,4.94
14538,Cuauhtémoc,19.4541300,-99.1374400,Private room in condo,Private room,1,1.00,1.00,1.00,"[""Private entrance"", ""Laundromat nearby"", ""Dining table"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Books and reading material"", ""Kitchen"", ""Stove"", ""Cleaning available during stay"", ""Host greets you"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Iron"", ""Clothing storage"", ""Hangers"", ""Bed linens"", ""Hammock"", ""Essentials"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Toaster"", ""Freezer"", ""Smoking allowed"", ""Gym"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Mini fridge""]",351.00,48.00,16848.00,5.00,4.77,4.92,4.92,5.00
